Date,Value
2021-05-31,149.47474428915675
2021-05-30,184.85010757332864
2021-05-29,137.3314298215469
2021-05-28,136.9262036091956
2021-05-27,144.24022881761775
2021-05-26,142.9087211916139
2021-05-25,139.4340447316791
2021-05-24,139.1612414497509
2021-05-23,148.95100341814728
2021-05-22,138.8567689088247
2021-05-21,141.30407816392056
2021-05-20,145.30644511494722
2021-05-19,136.74440494294942
2021-05-18,138.5799674267093
2021-05-17,146.96660701407185
2021-05-16,190.074887217666
2021-05-15,174.28676174077088
2021-05-14,171.59208744217423
2021-05-13,194.05307774844863
2021-05-12,214.96262126673844
2021-05-11,206.99837688061828
2021-05-10,234.3315710222004
2021-05-09,288.32273895990414
2021-05-08,246.38187971563042
2021-05-07,218.46102303886502
2021-05-06,214.07709639356915
2021-05-05,196.1727749807841
2021-05-04,226.15940318632676
2021-05-03,247.432176147388
2021-05-02,300.31054913667003
2021-05-01,213.24716323773532
2021-04-30,202.69750646995644
2021-04-29,188.26507467980431
2021-04-28,202.1800233725265
2021-04-27,191.8160446632293
2021-04-26,193.68777357531846
2021-04-25,205.16556465284984
2021-04-24,185.3442944895792
2021-04-23,187.89841067717828
2021-04-22,234.12822878627318
2021-04-21,217.79190346585017
2021-04-20,219.5758039104947
2021-04-19,223.88318308539746
2021-04-18,205.59843250194731
2021-04-17,231.41169486401347
2021-04-16,220.09980939815966
2021-04-15,215.90390557821902
2021-04-14,208.9713734525182
2021-04-13,198.06313416127568
2021-04-12,204.7651025959055
2021-04-11,229.70661798889924
2021-04-10,214.2953612756865
2021-04-09,191.39385072190262
2021-04-08,190.3721144943836
2021-04-07,192.0207936523853
2021-04-06,190.15636029239
2021-04-05,215.23608844679885
2021-04-04,229.6745985999321
2021-04-03,188.14831513145884
2021-04-02,187.1999975897833
2021-04-01,188.2505639183896
2021-03-31,191.43177293379097
2021-03-30,183.68305453258617
2021-03-29,193.5637827680648
2021-03-28,236.40721769378086
2021-03-27,203.6272281307244
2021-03-26,168.77504531729167
2021-03-25,171.372876218228
2021-03-24,186.51729383851318
2021-03-23,190.3569446267247
2021-03-22,196.8349315052589
2021-03-21,250.67403952684876
2021-03-20,214.40290050896016
2021-03-19,193.87048323719534
2021-03-18,191.5500040819418
2021-03-17,181.4938704973928
2021-03-16,180.4646719006131
2021-03-15,204.1992899006633
2021-03-14,210.21384526763518
2021-03-13,214.42433131393219
2021-03-12,187.0654298860289
2021-03-11,181.07405302929973
2021-03-10,167.26101424013441
2021-03-09,176.4815920369701
2021-03-08,184.2874114834329
2021-03-07,189.6577132805193
2021-03-06,172.63300803275064
2021-03-05,156.7624898182514
2021-03-04,155.97338601436718
2021-03-03,164.49985781357555
2021-03-02,147.46444525055134
2021-03-01,158.70276164293531
2021-02-28,158.84194732538177
2021-02-27,159.44811974983116
2021-02-26,154.67581261201113
2021-02-25,173.9974240707445
2021-02-24,164.35141978193315
2021-02-23,165.1770480800351
2021-02-22,185.38411152803428
2021-02-21,209.43336878458618
2021-02-20,186.25869939183556
2021-02-19,173.43839161305863
2021-02-18,163.73159016363306
2021-02-17,161.444815130281
2021-02-16,144.51633317905373
2021-02-15,165.50733434130282
2021-02-14,168.7808417708047
2021-02-13,157.6243574555561
2021-02-12,152.72071840167249
2021-02-11,152.232911640192
2021-02-10,142.629216150783
2021-02-09,140.84745357509968
2021-02-08,140.7569099248036
2021-02-07,143.47344457598768
2021-02-06,133.3268101226602
2021-02-05,125.05783065147129
2021-02-04,119.30666638738556
2021-02-03,113.61370527508836
2021-02-02,104.77025880769945
2021-02-01,105.79192482590858
2021-01-31,114.9161152795045
2021-01-30,107.75070722006686
2021-01-29,115.69269412327014
2021-01-28,96.86122306722231
2021-01-27,93.17970688321327
2021-01-26,103.4068562207157
2021-01-25,105.34088833059809
2021-01-24,117.8363293067214
2021-01-23,110.58535137200168
2021-01-22,97.46828006554071
2021-01-21,104.16872931462923
2021-01-20,108.94576057070282
2021-01-19,116.70268160577022
2021-01-18,114.02942949415207
2021-01-17,117.4699070922056
2021-01-16,121.55649123683668
2021-01-15,121.3185321424304
2021-01-14,120.78159597455463
2021-01-13,117.47367476023956
2021-01-12,112.74182220729796
2021-01-11,112.8814764298877
2021-01-10,130.08707690605394
2021-01-09,122.95703364823477
2021-01-08,118.14511431991113
2021-01-07,111.94847178893632
2021-01-06,108.21916612178545
2021-01-05,99.73361786428923
2021-01-04,103.58066426122393
2021-01-03,100.02996030265801
2021-01-02,107.04173831295749
2021-01-01,111.93105411256523
2020-12-31,96.49870140679032
2020-12-30,99.03306830434843
2020-12-29,83.91357134427095
2020-12-28,96.08344815029841
2020-12-27,89.10412418000506
2020-12-26,86.22820586600979
2020-12-25,78.289090812282
2020-12-24,76.98192047486441
2020-12-23,76.93044803331098
2020-12-22,73.25442703856109
2020-12-21,85.64541040013786
2020-12-20,85.18971436851494
2020-12-19,75.34691068722404
2020-12-18,71.43132286434039
2020-12-17,71.48210696361105
2020-12-16,62.12741454387046
2020-12-15,57.154469238980816
2020-12-14,58.903956192116915
2020-12-13,70.73462122286459
2020-12-12,54.582539745116264
2020-12-11,54.585886692466524
2020-12-10,51.40656664851425
2020-12-09,53.530165294364345
2020-12-08,55.88274461114497
2020-12-07,64.28462050583174
2020-12-06,66.57493718645354
2020-12-05,65.51828949685647
2020-12-04,60.51072663858092
2020-12-03,62.729955205844824
2020-12-02,55.10588207216252
2020-12-01,55.92530268177696
2020-11-30,57.237886959325245
2020-11-29,67.02726039990803
2020-11-28,59.978623890016095
2020-11-27,55.47527450752039
