Date,Value
2020-11-23,53871.13956323953
2020-11-22,25256.809726489937
2020-11-21,38484.48195232978
2020-11-20,58753.07766638972
2020-11-19,32229.28631145973
2020-11-18,64181.461490840935
2020-11-17,48010.11562822951
2020-11-16,37417.655573440315
2020-11-15,22823.340889379848
2020-11-14,29724.858261699923
2020-11-13,47366.86923267956
2020-11-12,46148.47070479045
2020-11-11,36845.58900207038
2020-11-10,44718.26465438958
2020-11-09,39213.98747515887
2020-11-08,26345.81523442999
2020-11-07,33922.576195799906
2020-11-06,47577.938118120284
2020-11-05,63573.11837768995
2020-11-04,39992.7607793301
2020-11-03,42710.26723995029
2020-11-02,47025.876597029725
2020-11-01,26071.441031020186
2020-10-31,32087.62509460977
2020-10-30,35704.30431701041
2020-10-29,280277.78740751947
2020-10-28,40752.959531440036
2020-10-27,54710.508683530636
2020-10-26,41249.79350744959
2020-10-25,22792.699855719868
2020-10-24,30669.752505530367
2020-10-23,42846.240295999836
2020-10-22,56499.81239928027
2020-10-21,55213.88359131981
2020-10-20,55169.593234921376
2020-10-19,46730.55400027994
2020-10-18,29044.8193770403
2020-10-17,31990.1808631701
2020-10-16,64494.3818430995
2020-10-15,94470.35339220037
2020-10-14,64264.025059480686
2020-10-13,46158.03298998068
2020-10-12,60357.996510459736
2020-10-11,38206.3970563393
2020-10-10,53123.56126394956
2020-10-09,70443.62065954963
2020-10-08,75841.61289318057
2020-10-07,55838.98347323058
2020-10-06,55559.771492260195
2020-10-05,60025.3789194996
2020-10-04,33605.589503219584
2020-10-03,41551.72369859977
2020-10-02,79870.64418129937
2020-10-01,60054.513686280196
2020-09-30,53695.571932909865
2020-09-29,67635.05029965952
2020-09-28,52816.583802208865
2020-09-27,22971.43627167998
2020-09-26,31947.629684810283
2020-09-25,52744.07737077013
2020-09-24,65233.69839438897
2020-09-23,94746.65435332988
2020-09-22,50723.0800000105
2020-09-21,62739.813274180226
2020-09-20,36858.067080399866
2020-09-19,41981.40371502042
2020-09-18,53296.603215999836
2020-09-17,60318.782374300026
2020-09-16,82348.92474029947
2020-09-15,52816.07895488026
2020-09-14,45678.14218243039
2020-09-13,22981.551563990048
2020-09-12,32409.6803090496
2020-09-11,50196.690114271034
2020-09-10,49051.091767109974
2020-09-09,77275.26425208112
2020-09-08,47233.25215594969
2020-09-07,55177.205136950215
2020-09-06,29364.269891580323
2020-09-05,40766.324633249875
2020-09-04,59231.885518909425
2020-09-03,60776.02838154991
2020-09-02,54558.63528709017
2020-09-01,55523.773166879735
2020-08-31,46679.41775089988
2020-08-30,24437.30603812972
2020-08-29,27390.408275640537
2020-08-28,49861.97087196002
2020-08-27,47627.77122349996
2020-08-26,47859.37581457003
2020-08-25,41994.631230429666
2020-08-24,63612.194580180585
2020-08-23,31499.91372436016
2020-08-22,52939.3235074998
2020-08-21,74079.37320267013
2020-08-20,55129.81884208959
2020-08-19,48055.301107719744
2020-08-18,47043.52217111038
2020-08-17,60576.07734161001
2020-08-16,26442.28825964043
2020-08-15,36811.06374656997
2020-08-14,50856.030194980216
2020-08-13,49433.733279729866
2020-08-12,52286.60630179038
2020-08-11,102905.84362608893
2020-08-10,47760.055560109744
2020-08-09,23420.532430580024
2020-08-08,31386.211408139872
2020-08-07,54275.553707819694
2020-08-06,47450.52650004922
2020-08-05,52818.93781643037
2020-08-04,49807.87659210004
2020-08-03,51979.36963077996
2020-08-02,31533.17257354
2020-08-01,41287.624583580895
2020-07-31,70536.6093932912
2020-07-30,49307.596917711104
2020-07-29,62501.39533234
2020-07-28,62959.514617999994
2020-07-27,86658.4645676106
2020-07-26,27032.2344958497
2020-07-25,35403.6390041898
2020-07-24,62456.1146662492
2020-07-23,74326.8749419708
2020-07-22,82868.46897563849
2020-07-21,67220.1375862501
2020-07-20,47992.8782418704
2020-07-19,27231.758441970098
2020-07-18,82538.95016934059
2020-07-17,71672.8021369794
2020-07-16,65122.839611189906
2020-07-15,63699.3756475104
2020-07-14,63709.588581140495
2020-07-13,53550.172056239906
2020-07-12,25298.578925229904
2020-07-11,34637.1277427106
2020-07-10,60305.9638322801
2020-07-09,67952.2232599987
2020-07-08,53552.0387204006
2020-07-07,68664.01772478901
2020-07-06,51305.4357437999
2020-07-05,29829.2823627799
2020-07-04,31212.679912480096
2020-07-03,64555.2986965799
2020-07-02,54027.83722656
2020-07-01,56821.922078340496
2020-06-30,47419.81512485
2020-06-29,47881.6975938009
2020-06-28,29196.478242949903
2020-06-27,34945.9743247004
2020-06-26,55801.203067700306
2020-06-25,46369.4599829798
2020-06-24,48654.0363678195
2020-06-23,55403.7771341491
2020-06-22,45401.1810730396
2020-06-21,21959.5844361398
2020-06-20,32818.189060709905
2020-06-19,44494.5888144497
2020-06-18,43485.7675133897
2020-06-17,47629.70702862019
2020-06-16,52475.6518296104
2020-06-15,46893.93568453
2020-06-14,21648.7943427001
2020-06-13,24015.0044155502
2020-06-12,60783.866632920195
2020-06-11,46010.5270157
2020-06-10,54572.9305289988
2020-06-09,53843.9748758312
2020-06-08,36510.4397222299
2020-06-07,20680.5286364996
2020-06-06,23745.709017280402
2020-06-05,49040.7148459001
2020-06-04,38249.8859310698
2020-06-03,43213.2415041498
2020-06-02,57584.98934524941
2020-06-01,47678.1770116499
2020-05-31,24688.6736153498
2020-05-30,29534.0211159897
2020-05-29,47386.2038531703
2020-05-28,42403.8947085301
2020-05-27,52876.9606067599
2020-05-26,37191.5443835505
2020-05-25,42969.6329578399
2020-05-24,18577.6373603399
2020-05-23,27700.5408252401
2020-05-22,36567.0316854903
2020-05-21,56540.76541520099
2020-05-20,45002.5053943792
2020-05-19,44051.6866490211
2020-05-18,44480.5217751199
2020-05-17,20482.1881750603
2020-05-16,32946.9451657499
2020-05-15,47702.943246828894
2020-05-14,66870.0651260601
2020-05-13,53572.128968509904
2020-05-12,57786.9815469996
2020-05-11,84833.0522672492
2020-05-10,27142.50978968
2020-05-09,40579.244282229796
2020-05-08,92780.2151686305
2020-05-07,98740.8247247094
2020-05-06,52936.2197168405
2020-05-05,61235.256317579806
2020-05-04,52822.0300830994
2020-05-03,33772.5790010002
2020-05-02,32093.2643493998
2020-05-01,43202.0272051102
2020-04-30,140296.913893272
2020-04-29,72550.7979432708
2020-04-28,64995.279812491506
2020-04-27,44126.215809310495
2020-04-26,35178.04747113
2020-04-25,39148.1588736995
2020-04-24,71376.7020456597
2020-04-23,67363.09404079009
2020-04-22,63711.01744630001
2020-04-21,53502.183104879805
2020-04-20,47379.920496790495
2020-04-19,26440.36437236
2020-04-18,33448.2730228996
2020-04-17,67302.0168042202
2020-04-16,68127.3863732905
2020-04-15,49497.7984142103
2020-04-14,57123.730226099804
2020-04-13,50748.42047382
2020-04-12,21477.8362151201
2020-04-11,24365.9421909699
2020-04-10,44315.4019641101
2020-04-09,52523.426032729905
2020-04-08,39583.888575260295
2020-04-07,54122.4689212701
2020-04-06,48452.0123092196
2020-04-05,27586.04408995
2020-04-04,37751.6742154402
2020-04-03,53633.1953787397
2020-04-02,70265.61790070019
2020-04-01,76332.07382679111
2020-03-31,56999.398868959404
2020-03-30,45921.508248149694
2020-03-29,25414.9427689
2020-03-28,26856.453685449902
2020-03-27,75560.731401929
2020-03-26,72820.93366357099
2020-03-25,61926.3653824793
2020-03-24,87606.3321030502
2020-03-23,93143.2959391899
2020-03-22,29855.464697310097
2020-03-21,35012.29085254
2020-03-20,79920.2783243996
2020-03-19,87201.9193034717
2020-03-18,65643.98313916019
2020-03-17,140620.063281201
2020-03-16,86188.40516193981
2020-03-15,31565.751685739902
2020-03-14,50434.314901453894
2020-03-13,91379.7628055105
2020-03-12,106529.60363326
2020-03-11,59576.785694049904
2020-03-10,59124.6725659108
2020-03-09,50243.5925347496
2020-03-08,32298.093080489798
2020-03-07,37260.118522710094
2020-03-06,51349.58319825889
2020-03-05,62406.760576239
2020-03-04,58668.1029358996
2020-03-03,65336.6689368704
2020-03-02,64486.355861269694
2020-03-01,64486.355861269694
2020-02-29,64486.355861269694
2020-02-28,45866.4974855504
2020-02-27,64708.3362454
2020-02-26,54400.508866100005
2020-02-25,41611.3422401602
2020-02-24,59816.939503199996
2020-02-23,39733.753483099994
2020-02-22,40498.348422960094
2020-02-21,48943.0667028
2020-02-20,50991.4873399
2020-02-19,37773.5317520197
2020-02-18,43205.099334
2020-02-17,40254.896952999996
2020-02-16,22419.5853542902
2020-02-15,23665.894826800002
2020-02-14,37825.7378803
2020-02-13,46051.534490380196
2020-02-12,45744.2072943
2020-02-11,53563.9916009
2020-02-10,41285.4300500701
2020-02-09,28294.020945499997
2020-02-08,26172.4801003
2020-02-07,39556.3038552104
2020-02-06,47789.51839030001
2020-02-05,47789.51839030001
2020-02-04,46763.3377066802
2020-02-03,51497.1278149
2020-02-02,41662.290941600004
2020-02-01,31204.98954994
2020-01-31,47284.0527906
2020-01-30,45388.1343303
2020-01-29,47178.228484380306
2020-01-28,49940.0896879
2020-01-27,46980.15037819999
2020-01-26,22132.3045409402
2020-01-25,28502.068533499998
2020-01-24,47470.5856049
2020-01-23,36869.4196404699
2020-01-22,33863.163781999996
2019-12-18,3946.81327457
2019-12-17,3946.81327457
2019-12-16,13043.15898376
2019-12-15,5432.73299548
2019-12-14,8439.91842585
2019-12-13,14052.44332574
2019-12-12,15689.170450200001
2019-12-11,15353.239238299999
2019-12-10,48838.65319979
2019-12-09,15295.537806600001
2019-12-08,4906.42558741
2019-12-07,8540.8900543
2019-12-06,13102.753674
2019-12-05,13094.00756
2019-12-04,17489.43299021
2019-12-03,14574.097656999998
2019-12-02,11083.176217100001
2019-12-01,5196.45188509
2019-11-30,7005.37829126
2019-11-29,13103.5537325
2019-11-28,13988.76971021
2019-11-27,13987.965696399999
2019-11-26,15093.886724000002
2019-11-25,15434.84619912
2019-11-24,8029.4420236000005
2019-11-23,7820.0565985
2019-11-22,15335.25915923
2019-11-21,19841.6275286
2019-11-20,9767.12315601
2019-11-19,12360.62361359
2019-11-18,10076.506522
2019-11-17,4678.68647346
2019-11-16,6680.39893268
2019-11-15,11896.916754799999
2019-11-14,10806.3914438
2019-11-13,19240.09489303
2019-11-12,9707.58453152
2019-11-11,9195.136257600001
2019-11-10,4444.07572016
2019-11-09,6218.08956002
2019-11-08,9963.37054125
2019-11-07,11676.95849457
2019-11-06,31620.8510916
2019-11-05,32627.102693099998
2019-11-04,10046.16326327
2019-11-03,4154.26415675
2019-11-02,6158.05558657
2019-11-01,11516.54241805
2019-10-31,9921.83344766
2019-10-30,9731.70651628
2019-10-29,11780.2179294
2019-10-28,11929.487681899998
2019-10-27,7016.17193081
2019-10-26,10658.87577818
2019-10-25,14959.585754
2019-10-24,12898.4302778
2019-10-23,14283.13868574
2019-10-22,14381.823447799998
2019-10-21,12409.970988500001
2019-10-20,5105.42524757
2019-10-19,7014.32374658
2019-10-18,16461.2050449
2019-10-17,11408.22488474
2019-10-16,10786.5673026
2019-10-15,9739.87908742
2019-10-14,9640.69133261
2019-10-13,3654.83539942
2019-10-12,4761.93230438
2019-10-11,12193.41253059
2019-10-10,13783.8325991
2019-10-09,12251.0529797
2019-10-08,12014.66853981
2019-10-07,11126.1247787
2019-10-06,5417.32213262
2019-10-05,5825.83919777
2019-10-04,9907.86855438
2019-10-03,9856.51708866
2019-10-02,11573.47665053
2019-10-01,9317.08787298
2019-09-30,9517.46770675
2019-09-29,3965.15846846
2019-09-28,5894.55587709
2019-09-27,9270.80281578
2019-09-26,11414.61008816
2019-09-25,12372.923397499999
2019-09-24,13027.345013200002
2019-09-23,9079.720323799998
2019-09-22,3929.76192315
2019-09-21,4914.757837100001
2019-09-20,10376.34096262
2019-09-19,9605.58393586
2019-09-18,10142.9922095
2019-09-17,10708.3498541
2019-09-16,7882.77016237
2019-09-15,5551.93243154
2019-09-14,4899.95721211
2019-09-13,8103.93955855
2019-09-12,10054.4329921
2019-09-11,9461.23989428
2019-09-10,7994.826765299999
2019-09-09,7361.65078006
2019-09-08,4219.20153402
2019-09-07,6425.93543269
2019-09-06,8515.32691553
2019-09-05,9437.51767881
2019-09-04,9749.40492591
2019-09-03,10703.798824700001
2019-09-02,8818.97571084
2019-09-01,7571.70565457
2019-08-31,5157.07532612
2019-08-30,7805.27899464
2019-08-29,9793.14942697
2019-08-28,8490.65276388
2019-08-27,8445.96308065
2019-08-26,11696.7599749
2019-08-25,3855.66813196
2019-08-24,6783.92342881
2019-08-23,10779.008478799999
2019-08-22,9824.16149595
2019-08-21,9888.84959246
2019-08-20,11933.755211599999
2019-08-19,7975.66503767
2019-08-18,3180.41438397
2019-08-17,7311.77268654
2019-08-16,8299.379150499999
2019-08-15,14173.90758262
2019-08-14,17084.0788474
2019-08-13,8679.09037438
2019-08-12,5682.18603765
2019-08-11,4074.11199187
2019-08-10,5543.5099723
2019-08-09,8856.55546224
2019-08-08,9494.36943201
2019-08-07,9644.55757615
2019-08-06,12026.53520599
2019-08-05,13691.972096899999
2019-08-04,4565.48235976
2019-08-03,5788.78776284
2019-08-02,10225.1186331
2019-08-01,10461.6679668
2019-07-31,11268.9834634
2019-07-30,12952.709028899999
2019-07-29,10224.6132349
2019-07-28,4141.18708397
2019-07-27,6040.94375467
2019-07-26,10017.4762244
2019-07-25,9875.91299263
2019-07-24,11152.4523547
2019-07-23,10538.5609511
2019-07-22,10572.26384509
2019-07-21,5534.01324699
2019-07-20,12058.8489366
2019-07-19,11752.09078493
2019-07-18,15818.034506999998
2019-07-17,11150.8181653
2019-07-16,11517.2595385
2019-07-15,9538.4639306
2019-07-14,4522.30404813
2019-07-13,5625.49529649
2019-07-12,10123.5444866
2019-07-11,10639.7557257
2019-07-10,10453.63838455
2019-07-09,11191.0975574
2019-07-08,10647.689839
2019-07-07,3557.0700503
2019-07-06,8633.95760428
2019-07-05,10261.657516
2019-07-04,11912.76993399
2019-07-03,13244.689406899999
2019-07-02,11746.1978659
2019-07-01,11652.70716187
2019-06-30,7200.87147756
2019-06-29,6757.55880233
2019-06-28,22381.87099835
2019-06-27,14445.6434765
2019-06-26,17333.9103489
2019-06-25,11510.75280396
2019-06-24,16547.5194248
2019-06-23,11127.6267392
2019-06-22,16318.48134272
2019-06-21,12460.1426661
2019-06-20,11402.5911046
2019-06-19,12682.34103486
2019-06-18,13053.531727299998
2019-06-17,11841.3050781
2019-06-16,7062.77328723
2019-06-15,8931.83309374
2019-06-14,13034.7779755
2019-06-13,12135.21380233
2019-06-12,11973.144183299999
2019-06-11,11773.012099
2019-06-10,13400.75182491
2019-06-09,4112.81920791
2019-06-08,8219.24510625
2019-06-07,12091.58090643
2019-06-06,13113.2757769
2019-06-05,13986.7831229
2019-06-04,14717.48174458
2019-06-03,14493.407501299998
2019-06-02,4945.24280023
2019-06-01,9970.29870138
2019-05-31,16438.0819415
2019-05-30,12492.629893899999
2019-05-29,14106.2816114
2019-05-28,13056.8580398
2019-05-27,17313.4429703
2019-05-26,10239.10498172
2019-05-25,6787.57846985
2019-05-24,12004.6276241
2019-05-23,15202.15974777
2019-05-22,12319.232791
2019-05-21,17300.4858184
2019-05-20,14189.66480701
2019-05-19,12710.4815595
2019-05-18,11182.9032802
2019-05-17,16064.06663304
2019-05-16,16172.1314228
2019-05-15,14834.539819299998
2019-05-14,17553.35905069
2019-05-13,27525.4188806
2019-05-12,9443.98417893
2019-05-11,18724.457251099997
2019-05-10,14152.1257784
2019-05-09,18784.183600200002
2019-05-08,19386.02918003
2019-05-07,14632.189148700001
2019-05-06,16361.5611503
2019-05-05,7227.48832557
2019-05-04,9415.05980889
2019-05-03,16151.774396
2019-05-02,16782.3359014
2019-05-01,15268.705469999999
2019-04-30,18541.648980500002
2019-04-29,16511.40181747
2019-04-28,6979.71968816
2019-04-27,12431.211586399999
2019-04-26,21041.41150714
2019-04-25,16099.4083658
2019-04-24,18565.5300536
2019-04-23,13392.37140582
2019-04-22,17745.7525574
2019-04-21,6515.63055952
2019-04-20,7026.07863385
2019-04-19,14567.183141299998
2019-04-18,18081.9733585
2019-04-17,16347.92767161
2019-04-16,19495.0525322
2019-04-15,16209.076137200002
2019-04-14,6937.67673121
2019-04-13,11009.4179927
2019-04-12,15034.665340900001
2019-04-11,18421.30453966
2019-04-10,17650.6286335
2019-04-09,16510.8540762
2019-04-08,20990.24767643
2019-04-07,7182.70162462
2019-04-06,8123.58460439
2019-04-05,17910.21930201
2019-04-04,16774.2672174
2019-04-03,26466.238703299998
2019-04-02,30597.91203339
2019-04-01,17267.5755908
2019-03-31,8612.81048174
2019-03-30,11786.79167243
2019-03-29,19892.673149000002
2019-03-28,16078.466160799999
2019-03-27,18605.57724604
2019-03-26,20673.463914
2019-03-25,16159.793280200001
2019-03-24,7646.55137188
2019-03-23,9195.30095016
2019-03-22,17635.7991097
2019-03-21,17443.10202853
2019-03-20,19610.7302629
2019-03-19,19669.2262996
2019-03-18,19069.82131347
2019-03-17,6505.12368068
2019-03-16,11022.9032513
2019-03-15,20103.64045354
2019-03-14,17896.6112814
2019-03-13,20111.313906599997
2019-03-12,19010.69793837
2019-03-11,15217.7906431
2019-03-10,6430.62159583
2019-03-09,10414.98365669
2019-03-08,13701.2969573
2019-03-07,10477.786043
2019-03-06,21385.43221671
2019-03-05,15183.543362399998
2019-03-04,17305.4388291
2019-03-03,11314.46464707
2019-03-02,20995.592414900002
2019-03-01,16679.9428669
2019-02-28,19634.00337724
2019-02-27,17327.1017217
2019-02-26,19790.801094
2019-02-25,30523.474985400004
2019-02-24,8643.26046439
2019-02-23,9539.42489759
2019-02-22,17747.10002827
2019-02-21,16907.522043
2019-02-20,18201.2514883
2019-02-19,21528.73111061
2019-02-18,19639.3467649
2019-02-17,7491.80092462
2019-02-16,23198.3317589
2019-02-15,17204.3127064
2019-02-14,20177.7847146
2019-02-13,45662.50540887
2019-02-12,20338.6255914
2019-02-11,19128.4403293
2019-02-10,9147.68657174
2019-02-09,15517.521704499999
2019-02-08,21405.296380300002
2019-02-07,16626.95738889
2019-02-06,17292.1904437
2019-02-05,21796.532630200003
2019-02-04,14815.843405599999
2019-02-03,8158.42089418
2019-02-02,13479.432390200001
2019-02-01,18539.9398741
2019-01-31,21314.2416021
2019-01-30,19425.4713996
2019-01-29,19186.00972051
2019-01-28,17040.6172301
2019-01-27,7240.95722225
2019-01-26,9977.03249888001
2019-01-25,17629.865047
2019-01-24,18418.270223800002
2019-01-23,20452.61601415
2019-01-22,29007.1880441
2019-01-21,17515.547207099997
2019-01-20,8483.86738904
2019-01-19,10003.6309622
2019-01-18,19596.701416900003
2019-01-17,18357.93235315
2019-01-16,20300.5863683
2019-01-15,21066.3801365
2019-01-14,19086.00246271
2019-01-13,10143.3851933
2019-01-12,11902.0901832
2019-01-11,23199.25491447
2019-01-10,17840.8458416
2019-01-09,18471.571336700003
2019-01-08,19466.0861484
2019-01-07,20973.0072335
2019-01-06,12106.4010748
2019-01-05,12490.9865494
2019-01-04,14285.9897498
2019-01-03,16864.5809588
2019-01-02,14734.29297428
2019-01-01,6621.00091742
2018-12-31,14655.3129894
2018-12-30,12409.01327567
2018-12-29,13993.4163572
2018-12-28,14663.9409072
2018-12-27,14820.00075768
2018-12-26,16009.9069033
2018-12-25,14366.307926899999
2018-12-24,19676.99749779
2018-12-23,12126.4192656
2018-12-22,7745.59435326
2018-12-21,25198.39951253
2018-12-20,23861.5542445
2018-12-19,32776.6315119
2018-12-18,23789.99211467
2018-12-17,19048.997637599998
2018-12-16,11324.924195399999
2018-12-15,14638.20194412
2018-12-14,21423.5326582
2018-12-13,24220.6278523
2018-12-12,17274.10208212
2018-12-11,19777.4042583
2018-12-10,20376.4563977
2018-12-09,6996.94882197
2018-12-08,13157.9430955
2018-12-07,31011.396813800002
2018-12-06,25074.47177051
2018-12-05,14415.359501899999
2018-12-04,18550.6679287
2018-12-03,19207.95312867
2018-12-02,6692.8024191
2018-12-01,11493.968061799998
2018-11-30,20633.889188499998
2018-11-29,17812.093466799997
2018-11-28,16637.4926723
2018-11-27,29053.84883013
2018-11-26,16038.540627200002
2018-11-25,12537.910186799998
2018-11-24,11486.28992606
2018-11-23,20196.4620146
2018-11-22,23177.868739200003
2018-11-21,16150.85811119
2018-11-20,23652.1969419
2018-11-19,21092.5379838
2018-11-18,11158.36919294
2018-11-17,13193.7760236
2018-11-16,30528.666719700002
2018-11-15,30818.19756261
2018-11-14,13137.3955181
2018-11-13,14949.875472400001
2018-11-12,18183.88989462
2018-11-11,8121.60432298
2018-11-10,8823.43653346
2018-11-09,14709.882397
2018-11-08,15080.238409200001
2018-11-07,15230.2435511
2018-11-06,13836.51037997
2018-11-05,15997.319161200001
2018-11-04,6680.86454628
2018-11-03,8380.89417588
2018-11-02,18547.649382599997
2018-11-01,17377.006037
2018-10-31,12288.87494707
2018-10-30,13486.761561899999
2018-10-29,13751.8163222
2018-10-28,4246.17045408
2018-10-27,6381.17102488
2018-10-26,15921.488575
2018-10-25,15279.81528646
2018-10-24,15709.818716400001
2018-10-23,14147.745611800001
2018-10-22,14805.29011719
2018-10-21,6727.64014224
2018-10-20,6087.06789467
2018-10-19,11584.2841001
2018-10-18,13365.1905469
2018-10-17,15012.399597999998
2018-10-16,17296.92101645
2018-10-15,19086.6801408
2018-10-14,8049.10045512
2018-10-13,8648.80847335
2018-10-12,16291.2173856
2018-10-11,16010.5939596
2018-10-10,13379.8909393
2018-10-09,17303.6429768
2018-10-08,14568.3218125
2018-10-07,3594.33333125
2018-10-06,12228.3873813
